,-1 year,,,+1 year,,,+3 years,,,+5 years,,
Latitude,Mean,CI_lower,CI_upper,Mean,CI_lower,CI_upper,Mean,CI_lower,CI_upper,Mean,CI_lower,CI_upper
14.15,-3.428557714,-4.665831261,-2.191284167,-8.718395144,-10.69590292,-6.740887365,-12.17191011,-15.27051615,-9.073304064,-14.3843067,-18.15108221,-10.61753119
14.1,-3.020906143,-4.487224416,-1.554587869,-7.428039754,-9.341959076,-5.514120432,-11.96217084,-15.35319511,-8.571146569,-13.96155092,-17.72019028,-10.20291156
14.05,-3.555716824,-5.320383189,-1.79105046,-8.314892926,-10.52105755,-6.108728301,-11.25548391,-14.85365523,-7.657312591,-13.55178313,-17.43780438,-9.665761888
14,-3.177518695,-4.514088165,-1.840949226,-5.114132106,-7.502791651,-2.72547256,-9.033225888,-12.41782414,-5.648627639,-11.55989466,-15.54477189,-7.575017425
13.95,-3.152057019,-4.574326379,-1.729787659,-6.11701255,-8.475180578,-3.758844522,-11.02106062,-14.87401738,-7.168103871,-13.42102219,-17.58362235,-9.258422028
13.9,-3.593196502,-5.037147097,-2.149245908,-7.028273981,-9.080545197,-4.976002764,-11.75421679,-15.01844451,-8.489989063,-15.35684136,-19.55636543,-11.15731728
13.85,-2.230898973,-3.450690306,-1.011107641,-5.025497701,-6.817296308,-3.233699094,-10.49616053,-13.72787838,-7.264442682,-14.90907714,-19.06156772,-10.75658657
13.8,-1.605701829,-2.719745613,-0.491658044,-5.154157065,-6.973871652,-3.334442477,-9.941615143,-12.89400222,-6.989228066,-12.03452596,-15.86591917,-8.203132755
13.75,-1.631659435,-2.537129379,-0.726189491,-4.17067533,-5.715720713,-2.625629946,-8.618348874,-11.31536358,-5.921334166,-12.03195516,-15.60399141,-8.459918914
13.7,-1.837144378,-2.989167273,-0.685121483,-3.874254117,-5.742607865,-2.005900369,-6.089003622,-8.847116256,-3.330890988,-7.112052352,-10.54068874,-3.683415961
13.65,-1.732613224,-2.831626382,-0.633600066,-2.931590645,-4.637117869,-1.226063422,-4.329495236,-6.958147348,-1.700843125,-6.425812472,-9.743076415,-3.108548528
13.6,-1.848630028,-3.188747976,-0.50851208,-4.740922733,-6.763114089,-2.718731376,-11.10075221,-14.01822271,-8.183281717,-16.15239639,-19.66316249,-12.64163029
13.55,-0.955476756,-2.131340811,0.220387299,-3.228376811,-4.891798279,-1.564955342,-8.195611538,-10.56465361,-5.826569469,-14.86140279,-18.03343367,-11.68937192
13.5,-2.108443045,-3.078029616,-1.138856474,-4.793039903,-6.722409342,-2.863670463,-6.906773025,-9.329068921,-4.484477129,-11.56426878,-14.27122918,-8.85730839
13.45,-1.763014491,-2.786575321,-0.739453661,-3.953558039,-6.00773759,-1.899378487,-6.267312335,-9.140208103,-3.394416568,-10.84398272,-13.43953598,-8.248429462
13.4,-1.819391877,-2.491538304,-1.14724545,-3.981320136,-5.207508564,-2.755131708,-8.724942128,-11.16384459,-6.286039664,-10.72365859,-13.40993486,-8.037382327
13.35,-2.353160046,-3.191197467,-1.515122625,-4.230698928,-5.556578465,-2.904819391,-9.065375737,-11.90510613,-6.225645343,-10.80936379,-13.73616097,-7.882566616
13.3,-1.667901581,-2.95024865,-0.385554512,-4.436192225,-6.038903466,-2.833480985,-7.212780819,-9.561839283,-4.863722355,-11.93803021,-14.74087689,-9.135183536
13.25,-1.832181138,-2.959849861,-0.704512415,-4.081128258,-5.579315327,-2.582941189,-6.224896658,-8.455746924,-3.994046392,-10.51399158,-13.12349231,-7.904490856
13.2,-0.113626112,-0.822753471,0.595501246,-2.162158131,-3.547786784,-0.776529478,-4.168400151,-6.262885032,-2.07391527,-8.272247911,-10.79356977,-5.75092605
13.15,0.276926936,-0.437645948,0.991499821,-1.36852709,-2.797072482,0.060018301,-2.771399485,-4.724862941,-0.817936029,-5.147651148,-7.356614861,-2.938687435
13.1,-0.19400353,-0.994077925,0.606070864,-1.651357879,-2.826678191,-0.476037567,-4.207677452,-6.348695506,-2.066659398,-9.088275831,-11.55091201,-6.625639651
13.05,-0.599266041,-1.345387608,0.146855527,-1.427863521,-2.589743899,-0.265983142,-5.233702399,-7.565585287,-2.901819512,-9.450961377,-12.0223162,-6.879606556
13,-0.682636224,-1.525388281,0.160115833,-1.222883579,-2.5461785,0.100411342,-3.4299258,-5.328248575,-1.531603026,-8.758338353,-11.40947726,-6.107199442
12.95,-0.988336241,-1.933111664,-0.043560818,-1.631459228,-3.007397118,-0.255521338,-4.230913833,-6.168307919,-2.293519747,-9.427702166,-11.72480485,-7.130599481
12.9,-0.123492879,-0.915366059,0.668380301,-0.607797431,-2.126271245,0.910676383,-2.484247608,-4.877296858,-0.091198359,-6.728568793,-9.210346881,-4.246790704
12.85,0.093392269,-0.741002402,0.927786941,0.066973562,-1.360075272,1.494022397,-1.231087403,-3.651185203,1.189010398,-5.882049396,-8.565899817,-3.198198975
12.8,-0.521254807,-1.089637751,0.047128136,-2.4857681,-3.686502828,-1.285033373,-4.996073485,-6.903193394,-3.088953576,-10.0237186,-12.83651524,-7.210921958
12.75,-0.309241722,-0.919615532,0.301132087,-2.005409311,-3.237935738,-0.772882883,-4.850554475,-6.851167911,-2.849941039,-8.4629615,-11.31058542,-5.615337582
12.7,-0.596066447,-1.239447956,0.047315062,-2.326624514,-3.411778452,-1.241470576,-6.796364416,-8.765078487,-4.827650345,-10.41708937,-13.24596739,-7.588211343
12.65,-0.633416876,-1.350350051,0.083516298,-2.596612408,-3.789392166,-1.403832651,-7.515319713,-9.511328697,-5.519310728,-11.5911052,-14.43762337,-8.744587033
12.6,-0.56502676,-1.368219219,0.238165699,-2.717788701,-4.10237285,-1.333204553,-9.73597043,-12.21891224,-7.253028618,-13.98261509,-17.18119315,-10.78403702
12.55,-0.169101312,-0.865999427,0.527796804,-1.768622297,-3.122485192,-0.414759403,-8.810721287,-11.20344415,-6.417998426,-13.79046842,-16.79298555,-10.78795128
12.5,-0.67386554,-1.399767432,0.052036352,-1.932942399,-3.312132134,-0.553752665,-5.150684019,-7.389583024,-2.911785014,-9.884492167,-12.64910205,-7.119882285
12.45,-0.770468285,-1.62677556,0.085838989,-2.325058305,-3.661846595,-0.988270016,-5.06792061,-7.377404972,-2.758436248,-8.539353215,-11.081102,-5.99760443
12.4,-0.552207629,-1.404534245,0.300118987,-2.994406203,-4.389474752,-1.599337654,-6.01711393,-8.169120041,-3.865107819,-9.296621532,-11.95308906,-6.640154007
12.35,-0.860684291,-1.829982152,0.10861357,-3.597917714,-5.143302352,-2.052533075,-6.717165959,-9.281715474,-4.152616443,-9.464624801,-12.52017979,-6.40906981
12.3,0.008072203,-0.921499632,0.937644038,-1.242267703,-2.670864388,0.186328982,-3.24365774,-5.524178655,-0.963136825,-4.02514437,-6.556373018,-1.493915722
12.25,0.37991796,-0.663334981,1.423170901,-0.82417889,-2.402390656,0.754032875,-3.275923717,-5.419882626,-1.131964808,-3.585513807,-6.079568774,-1.09145884
12.2,-0.924121708,-1.919445658,0.071202243,-1.371896629,-2.989858196,0.246064939,-1.344662093,-3.549276159,0.859951972,-2.417491648,-5.00674181,0.171758513
12.15,-1.300248994,-2.426029335,-0.174468653,-1.722600894,-3.433907226,-0.011294562,-1.209113369,-3.532166185,1.113939447,-1.193367381,-3.740145103,1.35341034
12.1,-1.760903657,-2.793567528,-0.728239785,-3.207706678,-4.783787156,-1.6316262,-2.753189977,-5.366803698,-0.139576255,-2.763824189,-5.537775326,0.010126949
12.05,-1.667428427,-2.595434364,-0.739422491,-2.695012236,-4.181471131,-1.208553341,-3.089943054,-5.652412625,-0.527473483,-2.243937906,-4.791467243,0.303591431
12,-0.503304205,-1.172174965,0.165566555,-1.109603363,-2.141786079,-0.077420646,-1.995950824,-3.734600949,-0.257300698,-2.757524259,-4.931753288,-0.58329523
11.95,-0.064173151,-0.750011978,0.621665676,-0.573413119,-1.666079241,0.519253003,-1.932293195,-3.846732737,-0.017853654,-2.746192937,-4.933988808,-0.558397067
11.9,0.013706823,-0.790390026,0.817803672,-1.256913152,-2.434233354,-0.07959295,-1.161395212,-3.110838451,0.788048027,-3.486319339,-5.541777043,-1.430861635
11.85,0.198612163,-0.628718715,1.025943041,-1.034119348,-2.223516383,0.155277686,-0.335446029,-2.276784298,1.60589224,-2.886844796,-4.862756441,-0.91093315
11.8,-0.783043183,-1.558639829,-0.007446536,-0.280545391,-1.458259642,0.89716886,-0.115186693,-1.761391034,1.531017647,-2.644602881,-4.471412464,-0.817793298
11.75,-0.713123541,-1.490716913,0.064469832,-0.162014313,-1.404814108,1.080785483,-0.433893775,-2.230418499,1.362630949,-2.30273232,-4.324368058,-0.281096582
11.7,0.223696085,-0.567335925,1.014728095,-0.507091451,-1.770323259,0.756140357,-2.121050932,-4.208517998,-0.033583866,-3.705530861,-6.31876048,-1.092301242
11.65,0.284064541,-0.54274088,1.110869962,-0.099756521,-1.474521314,1.275008272,-0.900460525,-2.920979093,1.120058044,-2.731770527,-5.148659617,-0.314881438
11.6,0.093242713,-0.691715728,0.878201155,-0.989050248,-1.990159497,0.012059,-2.581235624,-4.33606843,-0.826402819,-3.84456394,-6.264109038,-1.425018842
11.55,-0.612905207,-1.357084979,0.131274565,-1.153285293,-2.107723226,-0.198847361,-2.531202319,-4.111337062,-0.951067575,-2.645793015,-4.947027877,-0.344558154
11.5,0.056923172,-0.514948877,0.628795221,0.220261537,-0.755012379,1.195535454,-0.208283003,-1.817156191,1.400590184,-1.49085055,-3.321394138,0.339693039
11.45,-0.221789752,-0.742016732,0.298437229,-0.054800951,-1.045877106,0.936275204,-0.48978237,-2.137032583,1.157467844,-1.779774775,-3.74173791,0.18218836
11.4,0.215260934,-0.485975972,0.916497841,-0.932368503,-2.226204623,0.361467616,-0.254371385,-1.752171331,1.243428561,-2.870672524,-5.091674697,-0.649670352
11.35,0.399027817,-0.316195007,1.114250641,-0.410511726,-1.728590168,0.907566715,-0.305131508,-1.714422312,1.104159297,-3.013016285,-5.250558874,-0.775473696
11.3,-0.840000107,-1.648244869,-0.031755345,-0.146045501,-1.242608007,0.950517005,-0.280420338,-1.723812585,1.162971909,-1.476392084,-3.552987635,0.600203467
11.25,-0.772358333,-1.544534367,-0.000182299,-0.352957791,-1.558772351,0.852856769,0.223719506,-1.221600131,1.669039143,-1.242279024,-3.359756811,0.875198763
11.2,0.262817018,-0.177642792,0.703276828,-0.343402965,-1.158968551,0.472162621,-0.538327053,-2.050087408,0.973433302,-2.811691253,-4.565325432,-1.058057073
11.15,0.163671286,-0.255715121,0.583057694,-0.310128559,-1.012702976,0.392445857,-1.350206936,-2.756295768,0.055881895,-3.464880545,-5.243691662,-1.686069429
11.1,0.040718622,-0.547819991,0.629257235,-0.400545304,-1.472825138,0.67173453,-1.150661729,-2.697239437,0.395915978,-2.564461467,-4.603301959,-0.525620976
11.05,0.431163256,-0.16990157,1.032228082,0.016109719,-0.976482322,1.00870176,-0.677948698,-2.090418886,0.73452149,-1.618336521,-3.615076727,0.378403686
11,0.213363179,-0.285484801,0.712211159,0.35247125,-0.618674554,1.323617054,-0.637833187,-1.893685312,0.618018937,-1.632478905,-3.3293085,0.06435069
10.95,0.299869187,-0.193868931,0.793607305,0.602892514,-0.285358804,1.491143831,-0.053618927,-1.240466237,1.133228383,-1.254933185,-2.95322922,0.44336285
10.9,-0.141974886,-0.687965914,0.404016142,-0.318467999,-1.212667088,0.575731091,-1.345974109,-2.404784752,-0.287163467,-1.839840868,-3.189535911,-0.490145825
10.85,-0.036982812,-0.610690504,0.536724879,-0.122223223,-1.035485457,0.791039011,-0.868160927,-1.903398789,0.167076934,-1.601903782,-2.934632601,-0.269174962
10.8,0.104870639,-0.335427846,0.545169124,0.194863194,-0.495288632,0.885015021,-0.618645836,-1.637758817,0.400467145,-1.21859011,-2.682801438,0.245621219
10.75,0.276017119,-0.128748404,0.680782643,0.163852165,-0.512745253,0.840449583,-0.367039554,-1.423146635,0.689067527,-0.870098057,-2.30732273,0.567126616
10.7,0.070623534,-0.371358277,0.512605345,-0.323921777,-1.13135899,0.483515435,0.032420717,-1.298076549,1.362917984,0.725625312,-0.677885154,2.129135777
10.65,-0.059525162,-0.480501522,0.361451197,-0.463805355,-1.294820781,0.367210071,-0.008086941,-1.316994627,1.300820744,0.42914233,-0.907452331,1.765736991
10.6,0.08239039,-0.308102708,0.472883488,-0.078063245,-0.731107587,0.574981097,-0.33012517,-1.483111766,0.822861426,-0.65554997,-2.136573921,0.825473981
10.55,0.102587937,-0.321505929,0.526681802,0.044593396,-0.707982485,0.797169277,-0.402153492,-1.691712332,0.887405347,-0.991853744,-2.592331532,0.608624044
10.5,-0.712387926,-1.328668976,-0.096106876,-1.355240769,-2.374785827,-0.33569571,-1.292218266,-2.472217783,-0.112218749,-1.351161847,-2.744311081,0.041987388
10.45,-0.490326077,-1.117941104,0.13728895,-0.93857641,-1.93679784,0.059645021,-1.600717656,-2.8813582,-0.320077111,-1.574027545,-2.978685851,-0.169369239
10.4,-0.113721839,-0.567349481,0.339905803,-0.354385924,-1.262512911,0.553741062,-1.00974321,-2.220122037,0.200635617,-4.421063984,-6.171402771,-2.670725196
10.35,-0.183093378,-0.680334305,0.314147548,-0.026592973,-0.946531041,0.893345096,-0.527584689,-1.740488629,0.685319251,-4.591225843,-6.34791979,-2.834531896
10.3,-0.482915186,-0.928415872,-0.037414501,-0.373879449,-1.068703485,0.320944588,-1.031646137,-2.264120705,0.200828432,-3.296942498,-4.817065909,-1.776819087
10.25,-0.396781879,-0.845085595,0.051521836,-0.397164418,-1.075094516,0.28076568,-1.471528922,-2.779007497,-0.164050348,-3.695023738,-5.296022837,-2.09402464
10.2,0.132233258,-0.323297783,0.587764299,0.888772186,0.063555059,1.713989313,0.396201138,-0.828113497,1.620515774,-3.100834814,-4.650812442,-1.550857186
10.15,0.334705999,-0.121233333,0.790645331,0.883572703,0.030669654,1.736475753,-0.067034571,-1.277567187,1.143498045,-4.279930997,-5.867570904,-2.692291089
10.1,-0.247907019,-0.727317692,0.231503653,-0.137847098,-0.990795895,0.715101699,-0.909633989,-2.086772624,0.267504646,-4.81190666,-6.553204713,-3.070608607
10.05,-0.100708297,-0.632163616,0.430747022,-0.256877413,-1.145743414,0.631988588,-0.963944729,-2.224489713,0.296600254,-5.215848257,-7.002321533,-3.42937498
10,-0.819845081,-1.409758204,-0.229931957,-1.265690064,-2.110656253,-0.420723874,-2.922329726,-4.368776567,-1.475882886,-7.556835773,-9.345041994,-5.768629552
9.95,-0.979861735,-1.621599528,-0.338123943,-1.475962449,-2.369743237,-0.582181661,-3.235952133,-4.674044788,-1.797859479,-8.30409647,-10.02523358,-6.582959358
9.9,-0.699818105,-1.270478254,-0.129157956,-1.228257534,-2.04658004,-0.409935028,-2.75472396,-4.139353854,-1.370094065,-7.746553256,-9.411747633,-6.08135888
9.85,-0.784924047,-1.329956368,-0.239891726,-1.518145014,-2.342005359,-0.694284669,-3.025637865,-4.427512891,-1.623762838,-7.771157616,-9.486235769,-6.056079462
9.8,-0.335684875,-0.876471708,0.205101958,-1.206470105,-1.965129295,-0.447810915,-3.626052438,-4.825972315,-2.426132562,-8.179898459,-9.786284056,-6.573512862
9.75,-0.464617241,-0.988716729,0.059482248,-1.273170748,-2.074480619,-0.471860878,-3.761941121,-4.968865736,-2.555016507,-8.228325345,-9.862801046,-6.593849644
9.7,-0.138439115,-0.567378345,0.290500114,-0.751139058,-1.541872427,0.03959431,-4.379909108,-5.719197103,-3.040621113,-10.17361513,-11.91657962,-8.430650641
9.65,-0.207172744,-0.639348591,0.225003103,-1.054116018,-1.904658815,-0.203573221,-4.020244933,-5.408860493,-2.631629372,-9.022837978,-10.73940695,-7.306269008
9.6,-0.20353469,-0.606199535,0.199130154,-0.792837618,-1.564344227,-0.021331009,-2.623115818,-3.968126428,-1.278105207,-7.104835403,-8.722354962,-5.487315844
9.55,-0.181075299,-0.60104124,0.238890642,-0.486941983,-1.218897898,0.245013932,-1.663362898,-2.902877608,-0.423848187,-6.312993861,-7.959588544,-4.666399178
9.5,0.012888487,-0.484607077,0.510384052,0.329720899,-0.479407992,1.13884979,-1.440090122,-2.803310706,-0.076869538,-5.777419951,-7.407141155,-4.147698748
9.45,-0.223258815,-0.69103523,0.244517601,0.035435009,-0.762824424,0.833694441,-1.072338243,-2.376849632,0.232173147,-4.975604503,-6.545100273,-3.406108733
9.4,-0.285201651,-0.735223176,0.164819873,-0.479066337,-1.222183173,0.264050499,-1.594512509,-2.780329748,-0.408695269,-5.630414357,-7.156964627,-4.103864086
9.35,-0.223765064,-0.680828995,0.233298867,-0.60710164,-1.394861003,0.180657724,-2.105253297,-3.392663555,-0.817843039,-5.904207565,-7.51143773,-4.296977401
9.3,0.107751213,-0.414340844,0.629843269,-0.027596718,-0.81957383,0.764380394,-0.976966172,-2.208771004,0.25483866,-3.969114309,-5.575541722,-2.362686896
9.25,-0.099770597,-0.704834107,0.505292913,-0.673892624,-1.556916478,0.20913123,-1.852677436,-3.13254265,-0.572812223,-5.181227272,-6.872886726,-3.489567818
9.2,-0.484271209,-1.03495892,0.066416502,-0.899492622,-1.707274357,-0.091710886,-3.42335884,-4.778402292,-2.068315389,-6.991879379,-8.74055967,-5.243199088
9.15,-0.585768121,-1.088398732,-0.08313751,-1.082630398,-1.82103704,-0.344223756,-3.878777317,-5.259789499,-2.497765135,-7.832631887,-9.54902793,-6.116235844
9.1,-0.48769922,-0.926385983,-0.049012456,-0.554420183,-1.349666282,0.240825917,-2.980440713,-4.206139492,-1.754741933,-7.636460487,-9.382561939,-5.890359034
9.05,-0.190908986,-0.625641736,0.243823763,0.11896561,-0.668563722,0.906494941,-2.299546571,-3.572981126,-1.026112015,-7.296041825,-9.065089187,-5.526994463
9,-0.919683247,-1.411219662,-0.428146833,-0.59311035,-1.354784129,0.168563429,-3.221631833,-4.570367252,-1.872896413,-7.107334029,-8.880390924,-5.334277134
8.95,-0.898244502,-1.34945572,-0.447033284,-0.739824017,-1.435013692,-0.044634342,-2.832605395,-4.047962333,-1.617248456,-6.413407507,-8.008145894,-4.818669119
8.9,-1.159384982,-1.610048266,-0.708721699,-1.298238098,-2.003788132,-0.592688063,-3.491875368,-4.659907725,-2.323843011,-7.602007679,-9.101317204,-6.102698154
8.85,-1.146594627,-1.553012861,-0.740176393,-1.308310117,-1.958477346,-0.658142888,-3.653536081,-4.781181615,-2.525890547,-8.048830485,-9.625041031,-6.472619939
8.8,-1.35004901,-1.798952358,-0.901145661,-2.544494271,-3.446040517,-1.642948024,-4.227803982,-5.602639596,-2.852968369,-9.838156331,-11.58838269,-8.087929974
8.75,-1.38236951,-1.85812546,-0.90661356,-2.459124982,-3.275515882,-1.642734082,-4.729970289,-6.132695391,-3.327245186,-10.56810213,-12.44824711,-8.687957142
8.7,-0.852015899,-1.29206265,-0.411969147,-1.823225905,-2.57392974,-1.07252207,-4.464132356,-5.745282753,-3.182981959,-9.175694119,-11.0521242,-7.299264041
8.65,-0.865952895,-1.306555585,-0.425350205,-2.142814174,-2.972189895,-1.313438454,-5.155870709,-6.511040892,-3.800700526,-9.188688116,-10.99284049,-7.384535741
8.6,-0.986445452,-1.469849971,-0.503040933,-1.995873724,-2.810770395,-1.180977053,-4.543926322,-5.839222038,-3.248630606,-7.91406364,-9.648106304,-6.180020975
8.55,-0.737239029,-1.274850383,-0.199627674,-1.813621319,-2.684241937,-0.943000701,-4.474925606,-5.838728193,-3.111123019,-8.022092071,-9.830090378,-6.214093764
8.5,-0.578320619,-0.988699782,-0.167941455,-0.901558887,-1.712280629,-0.090837146,-2.081934582,-3.337157298,-0.826711865,-5.531047843,-7.084290127,-3.977805558
8.45,-0.202180137,-0.693953321,0.289593046,-0.329755884,-1.263025818,0.603514051,-1.610749453,-2.921813545,-0.299685362,-5.982984735,-7.572213399,-4.393756071
8.4,-1.017394655,-1.605713145,-0.429076166,-1.48979946,-2.466138218,-0.513460703,-3.794611863,-5.287325645,-2.30189808,-9.72994299,-11.45775189,-8.002134091
8.35,-0.89009016,-1.444810553,-0.335369768,-1.437470581,-2.365589243,-0.50935192,-4.069253628,-5.515137943,-2.623369313,-10.50316633,-12.19791799,-8.808414668
8.3,-1.192284725,-1.685339742,-0.699229709,-1.836999719,-2.594991703,-1.079007736,-4.224048909,-5.595019705,-2.853078112,-9.918422829,-11.71698052,-8.119865137
8.25,-1.462044668,-1.967115382,-0.956973955,-2.067696612,-2.881615742,-1.253777482,-4.492758164,-5.867827982,-3.117688347,-10.04188367,-11.79177309,-8.291994248
8.2,-2.215025329,-2.708104146,-1.721946512,-2.922254143,-3.794690011,-2.049818275,-5.441054619,-6.858897891,-4.023211347,-10.52329155,-12.36689001,-8.679693083
8.15,-2.225747889,-2.742989022,-1.708506756,-2.993218972,-3.87479438,-2.111643564,-5.88656669,-7.328939456,-4.444193923,-10.98638043,-12.9070947,-9.065666158
8.1,-1.925551453,-2.54909794,-1.302004965,-2.697472874,-3.720255247,-1.674690502,-5.803929799,-7.40452482,-4.203334778,-10.07761695,-12.0547774,-8.100456495
8.05,-1.706454189,-2.261689811,-1.151218567,-2.345710143,-3.322109726,-1.369310561,-5.01403853,-6.664565678,-3.363511381,-9.225628139,-11.17779406,-7.27346222
8,-1.651037281,-2.128823547,-1.173251016,-3.063165981,-3.887841485,-2.238490477,-5.083968776,-6.354190379,-3.813747173,-8.636888628,-10.3908726,-6.882904661
7.95,-1.75025722,-2.243253879,-1.257260561,-3.039700716,-3.865320625,-2.214080808,-4.869534055,-6.123608639,-3.615459471,-8.532660498,-10.24935428,-6.815966719
7.9,-0.857931941,-1.382089391,-0.33377449,-1.855128373,-2.791124266,-0.919132479,-3.211216893,-4.556476505,-1.86595728,-7.390234562,-9.278884768,-5.501584355
7.85,-1.089357673,-1.599466893,-0.579248454,-1.94422431,-2.903518517,-0.984930103,-3.506579213,-4.96492628,-2.048232146,-7.489943583,-9.424865485,-5.555021681
7.8,-1.469066869,-2.077311876,-0.860821862,-1.834259565,-2.811329969,-0.857189162,-2.462773192,-3.894647144,-1.03089924,-7.523187752,-9.512973603,-5.5334019
7.75,-1.131472041,-1.713144842,-0.549799239,-1.682601221,-2.644272591,-0.72092985,-2.999062831,-4.439639577,-1.558486086,-7.568489891,-9.626425216,-5.510554567
7.7,-1.097524588,-1.76161184,-0.433437335,-1.510312857,-2.781449466,-0.239176247,-5.596740634,-7.294484736,-3.898996532,-9.963247737,-12.08962847,-7.836866999
7.65,-1.159354875,-1.837032169,-0.481677581,-1.433467825,-2.661652675,-0.205282976,-5.183162246,-6.872699003,-3.493625488,-9.114939668,-11.17362507,-7.05625427
7.6,-1.9910406,-2.757976411,-1.224104788,-2.087846711,-3.330142988,-0.845550434,-3.330433453,-4.840307877,-1.820559029,-6.378489946,-8.461416687,-4.295563204
7.55,-2.158241693,-2.919210061,-1.397273325,-2.301231173,-3.499144264,-1.103318083,-2.935703238,-4.435598289,-1.435808187,-5.979751594,-8.082722318,-3.876780871
7.5,-2.17647359,-2.804249521,-1.548697659,-2.475685026,-3.525082534,-1.426287519,-4.175821801,-5.641822399,-2.709821202,-6.979938631,-8.923922602,-5.035954661
7.45,-2.092889642,-2.778864097,-1.406915186,-2.901336526,-3.992426917,-1.810246135,-4.239007699,-5.757016575,-2.720998822,-6.395975945,-8.420896249,-4.37105564
7.4,-1.61920082,-2.245063487,-0.993338154,-2.520119828,-3.593108397,-1.447131259,-4.81589083,-6.580551936,-3.051229724,-7.764988734,-9.871480331,-5.658497138
7.35,-1.661531713,-2.257082181,-1.065981244,-2.719305847,-3.74414427,-1.694467424,-5.199280741,-6.87790557,-3.520655912,-8.360595944,-10.49948209,-6.221709798
7.3,-1.367074752,-1.917808348,-0.816341155,-1.224627195,-2.132966355,-0.316288035,-2.871640187,-4.380823432,-1.362456942,-5.810255253,-7.815072574,-3.805437932
7.25,-1.674313539,-2.235094599,-1.113532479,-1.288523646,-2.20121008,-0.375837212,-2.307112131,-3.820322617,-0.793901644,-4.742575191,-6.784558541,-2.70059184
7.2,-1.937412681,-2.464753993,-1.410071369,-1.853897052,-2.845341264,-0.862452841,-3.291046295,-4.674689388,-1.907403201,-6.634757895,-8.575131783,-4.694384007
7.15,-2.054571035,-2.595865384,-1.513276686,-2.453444087,-3.431612464,-1.475275709,-3.295309583,-4.702539622,-1.888079544,-7.221279434,-9.218961656,-5.223597212
7.1,-1.535658234,-2.174175148,-0.89714132,-2.295216004,-3.28180778,-1.308624228,-4.736695837,-6.089376632,-3.384015042,-8.309000283,-10.2169133,-6.401087264
7.05,-1.525939777,-2.152744859,-0.899134695,-2.459090176,-3.471453367,-1.446726985,-4.975436342,-6.407477292,-3.543395392,-8.667909909,-10.64448168,-6.691338138
7,-1.162512871,-1.904576671,-0.420449071,-2.350142422,-3.356517566,-1.343767278,-4.335211052,-5.898074065,-2.77234804,-6.857945735,-8.750561481,-4.96532999
6.95,-0.996000822,-1.76846939,-0.223532255,-2.545057119,-3.549909573,-1.540204665,-4.712809391,-6.276857783,-3.148760999,-7.427011853,-9.305862261,-5.548161445
6.9,-2.296188232,-3.063068752,-1.529307713,-2.368600256,-3.538742641,-1.19845787,-4.624782556,-6.303205805,-2.946359307,-9.190575202,-11.10071201,-7.280438394
6.85,-2.111223873,-2.88581933,-1.336628416,-2.19150548,-3.311696562,-1.071314398,-3.967930264,-5.599886494,-2.335974034,-9.323314617,-11.28013132,-7.366497911
6.8,-1.445196249,-2.113076184,-0.777316314,-2.988033721,-4.050011169,-1.926056274,-4.857274107,-6.393270373,-3.32127784,-10.49416196,-12.41385267,-8.574471247
6.75,-1.230164283,-1.858392061,-0.601936506,-2.924277953,-3.957615566,-1.890940341,-4.939484578,-6.365342349,-3.513626807,-10.66529451,-12.60378036,-8.726808649
6.7,-1.581759891,-2.094489874,-1.069029908,-2.943804598,-3.70649645,-2.181112747,-6.105818561,-7.62941115,-4.582225971,-10.92902723,-13.16018759,-8.697866863
6.65,-1.300661502,-1.816065056,-0.785257949,-2.557933104,-3.335561061,-1.780305147,-5.944199248,-7.466587054,-4.421811442,-11.80517305,-14.12719088,-9.48315522
6.6,-1.899157838,-2.906522553,-0.891793124,-3.689742874,-4.996936274,-2.382549475,-6.964756082,-8.740378487,-5.189133676,-13.18764023,-15.38662496,-10.98865549
6.55,-1.922513163,-2.890730484,-0.954295841,-3.419574651,-4.800531382,-2.038617921,-6.745906068,-8.625879729,-4.865932408,-12.91323789,-15.16764062,-10.65883516
6.5,-1.880271727,-2.619305972,-1.141237481,-3.945365178,-5.311698298,-2.579032058,-5.728894964,-7.57292132,-3.884868609,-10.06755483,-12.28402781,-7.851081856
6.45,-1.510837568,-2.227729154,-0.793945981,-3.589796894,-4.85435145,-2.325242338,-5.239490831,-6.966165588,-3.512816073,-9.625019002,-11.79847341,-7.451564592
6.4,-2.295251333,-3.082386765,-1.508115901,-2.631149837,-3.751821986,-1.510477687,-2.976680682,-4.525598892,-1.427762471,-8.977508765,-10.92478006,-7.030237468
6.35,-2.243623943,-3.025878795,-1.46136909,-2.292805056,-3.385110525,-1.200499588,-3.107864093,-4.573502582,-1.642225604,-9.000242248,-10.89435821,-7.10612629
6.3,-1.780081032,-2.466933868,-1.093228196,-3.44217098,-4.567756226,-2.316585734,-6.449956423,-8.174483491,-4.725429355,-10.39413661,-12.38035516,-8.407918059
6.25,-1.895618943,-2.60291226,-1.188325625,-3.790969754,-4.90017367,-2.681765838,-6.657896701,-8.308278561,-5.007514842,-10.17031267,-12.04067848,-8.299946864
6.2,-2.543603316,-3.196319195,-1.890887437,-5.516541425,-6.698155754,-4.334927096,-8.019044342,-9.700243535,-6.337845148,-13.1795054,-15.26708101,-11.09192979
