,-1 year,,,+1 year,,,+3 years,,,+5 years,,
Latitude,Mean,CI_lower,CI_upper,Mean,CI_lower,CI_upper,Mean,CI_lower,CI_upper,Mean,CI_lower,CI_upper
14.95,-1.414452629,-3.05979852,0.230893262,-6.770743539,-9.861121391,-3.680365686,-12.23913223,-16.60963649,-7.868627964,-17.37035802,-22.60797142,-12.13274463
14.9,-0.587824137,-2.636953897,1.461305623,-3.64726235,-5.965419558,-1.329105142,-6.570907055,-10.04699453,-3.094819577,-13.2681509,-17.07418256,-9.462119231
14.85,-1.089173275,-2.90319621,0.72484966,-3.693790528,-6.209253224,-1.178327833,-6.529738524,-10.29223415,-2.767242894,-13.09345442,-17.57586441,-8.611044432
14.8,-0.612803555,-1.754241324,0.528634214,-4.138191174,-6.317600806,-1.958781542,-9.240139051,-13.41593486,-5.064343244,-11.22798331,-15.97356125,-6.482405364
14.75,1.550713827,0.225974205,2.875453448,-2.220381933,-4.415545426,-0.02521844,-0.060923204,-3.841832402,3.719985995,-7.992503652,-12.27099493,-3.714012373
14.7,1.306137018,-0.016971219,2.629245254,-1.952222205,-4.824981642,0.920537232,-1.632589658,-5.521002869,2.255823552,-7.980460919,-11.66397959,-4.296942244
14.65,0.963553854,-0.554774094,2.481881802,-4.107879815,-6.864053802,-1.351705828,-4.688204355,-8.73715392,-0.63925479,-10.1806601,-14.38123425,-5.980085947
14.6,0.439823508,-1.140074042,2.019721058,-3.698560873,-6.409527623,-0.987594123,-5.513905312,-9.494548329,-1.533262296,-10.67141234,-15.41937257,-5.923452118
14.55,0.378654816,-1.328986552,2.086296185,-2.55286717,-4.656278746,-0.449455595,-4.07822725,-8.299371598,0.142917098,-11.02613503,-15.52583337,-6.526436679
14.5,-1.045141943,-2.422465331,0.332181444,-3.405624981,-5.654936448,-1.156313514,-2.248105102,-5.723023085,1.226812882,-6.907476581,-11.32016419,-2.494788968
14.45,-0.282721733,-1.065809443,0.500365978,-2.776477258,-4.814458398,-0.738496118,-4.449258222,-7.682103469,-1.216412975,-5.747031055,-8.893853563,-2.600208547
14.4,0.517729278,-0.79503877,1.830497327,-1.633078928,-3.206349265,-0.059808591,-5.711369265,-8.737306909,-2.68543162,-9.192223491,-12.87818329,-5.50626369
14.35,0.570021887,-0.596092055,1.736135828,-1.611937627,-3.229002135,0.005126882,-5.665957129,-8.227179985,-3.104734273,-11.72828896,-14.92571463,-8.530863291
14.3,0.036131636,-0.991802186,1.064065458,-2.05731653,-3.671514689,-0.443118372,-6.849915027,-9.519488237,-4.180341816,-12.16731234,-15.34738623,-8.987238457
14.25,0.69687823,-0.36195197,1.75570843,-3.109747137,-5.256819062,-0.962675212,-7.986141042,-11.02624155,-4.946040529,-13.85302249,-17.20490864,-10.50113633
14.2,0.442000585,-0.460152918,1.344154088,-4.823937938,-7.052851479,-2.595024398,-7.757403972,-10.3752143,-5.139593645,-11.55271251,-14.62860714,-8.476817872
14.15,-0.646174723,-1.745102359,0.452752912,-2.989333329,-4.339120596,-1.639546063,-7.499599993,-9.995019848,-5.004180139,-11.36245524,-14.76780253,-7.957107956
14.1,1.031872954,0.069499456,1.994246451,-1.310284984,-2.747838042,0.127268074,-5.703505965,-8.119037687,-3.287974242,-10.03812693,-12.96422555,-7.112028307
14.05,0.628884268,-0.478865663,1.736634198,-1.254009422,-2.635992204,0.127973361,-3.885156537,-6.265816677,-1.504496398,-8.560049663,-11.56823104,-5.551868288
14,-0.556142252,-1.520395858,0.408111354,-2.526691741,-4.12215111,-0.931232372,-4.6237405,-7.23399415,-2.01348685,-8.068875509,-11.55339895,-4.584352072
13.95,-0.357196661,-1.251733876,0.537340555,-2.776533039,-4.412455666,-1.140610411,-2.248800267,-4.359490428,-0.138110107,-5.235003419,-7.952498716,-2.517508123
13.9,-0.966261239,-1.752111351,-0.180411127,-3.050271601,-4.37155423,-1.728988972,-7.003938554,-9.552373407,-4.455503701,-9.834201729,-12.77179584,-6.896607621
13.85,-1.220940111,-2.065155219,-0.376725003,-2.619186031,-4.142749058,-1.095623005,-6.249887626,-8.620474338,-3.879300914,-9.042440512,-11.93400966,-6.150871367
13.8,-0.601403292,-1.798445842,0.595639257,-3.164988525,-4.706777652,-1.623199398,-8.154227465,-10.80574566,-5.502709268,-9.922911828,-13.14867837,-6.697145285
13.75,-2.12288912,-2.930676489,-1.315101752,-3.824581419,-5.132615713,-2.516547124,-8.272570373,-10.70044368,-5.84469707,-12.05443412,-15.00966739,-9.099200852
13.7,-1.953483103,-2.772387534,-1.134578671,-4.459740572,-6.232889132,-2.686592011,-8.417047037,-11.20844426,-5.625649814,-12.57689081,-15.87859573,-9.275185894
13.65,-2.149600656,-3.141962977,-1.157238335,-2.21448528,-3.638976622,-0.789993938,-5.611306472,-7.859827042,-3.362785901,-7.541250741,-10.39345886,-4.689042622
13.6,-1.407261015,-2.36815637,-0.446365659,-2.761683189,-4.233263396,-1.290102982,-5.190368438,-7.335602333,-3.045134544,-9.510367003,-11.82661159,-7.194122414
13.55,-0.908992581,-1.91938108,0.101395919,-0.759186059,-2.168319693,0.649947576,-3.544378991,-5.617059493,-1.471698488,-9.325856458,-11.65923309,-6.992479821
13.5,-1.189718613,-2.181786806,-0.197650421,-2.442857107,-3.670006383,-1.215707831,-6.730818111,-8.894627457,-4.567008765,-12.28234536,-15.24120052,-9.323490196
13.45,-1.611838867,-2.674159825,-0.549517909,-4.171447353,-5.741200177,-2.601694528,-7.439719228,-9.937004706,-4.94243375,-11.25584292,-13.99101162,-8.520674231
13.4,-1.074527394,-2.038353873,-0.110700915,-1.483093204,-2.436286619,-0.52989979,-5.487646037,-7.345250776,-3.630041299,-11.36887048,-13.94789908,-8.789841886
13.35,0.220951883,-0.553901268,0.995805034,-2.808474586,-4.150730608,-1.466218564,-5.841230141,-8.267271844,-3.415188439,-11.1868027,-13.86581179,-8.507793607
13.3,-0.296509679,-1.376227704,0.783208346,-1.760566462,-2.902597387,-0.618535537,-6.262377906,-8.776743356,-3.748012457,-12.01771181,-15.07696683,-8.958456794
13.25,0.014872121,-0.583347476,0.613091719,-1.765123613,-2.9383317,-0.591915527,-5.953120297,-8.398325124,-3.50791547,-12.40073879,-15.49674906,-9.304728513
13.2,-0.161443085,-0.842059101,0.519172931,-2.184541291,-3.535174046,-0.833908536,-6.984870174,-8.895991986,-5.073748362,-12.81850597,-15.48970276,-10.14730918
13.15,0.264161014,-0.372186232,0.90050826,-0.99690141,-1.945112813,-0.048690007,-3.427727699,-5.233013986,-1.622441412,-10.14997294,-12.68993061,-7.610015259
13.1,-0.486016088,-1.145124368,0.173092191,-2.520581406,-3.797552807,-1.243610006,-3.942591461,-5.918194242,-1.96698868,-9.169480175,-11.69939715,-6.6395632
13.05,-0.643202988,-1.321186632,0.034780656,-2.934999977,-4.199470659,-1.670529295,-5.832423206,-8.230615491,-3.43423092,-9.886515309,-12.67281029,-7.100220327
13,-1.194494075,-2.022158999,-0.366829151,-3.090598302,-4.387638304,-1.793558301,-5.133988901,-7.214173453,-3.053804348,-10.51272244,-13.32247006,-7.702974824
12.95,-1.508097819,-2.465162471,-0.551033167,-3.67792098,-5.26339213,-2.092449831,-4.275143531,-6.217610052,-2.332677011,-7.680061419,-10.04556234,-5.314560494
12.9,-0.687336413,-1.667351948,0.292679121,-2.118937035,-3.597729152,-0.640144918,-4.96818322,-6.873550074,-3.062816366,-9.195418461,-11.61697745,-6.773859471
12.85,-0.368742267,-1.067153612,0.329669079,-4.894456049,-6.373185724,-3.415726373,-7.644227256,-9.859305787,-5.429148725,-12.87286026,-15.47498598,-10.27073454
12.8,-0.168216507,-0.906061585,0.569628571,-3.248641979,-4.508377729,-1.988906228,-6.775210044,-8.836140408,-4.71427968,-11.73479908,-14.21818076,-9.251417406
12.75,-0.391572001,-1.037978229,0.254834226,-2.657583326,-3.656319442,-1.65884721,-6.062434725,-8.04898706,-4.075882391,-9.182348121,-11.66930311,-6.695393131
12.7,-0.07255587,-0.746530711,0.601418971,-3.407560444,-4.844263347,-1.970857541,-5.731695071,-7.396197209,-4.067192932,-10.49286189,-12.81759226,-8.168131513
12.65,-1.010222336,-1.633169081,-0.387275591,-2.295949076,-3.330733872,-1.261164281,-5.857322857,-7.610538269,-4.104107444,-10.05399215,-12.61434354,-7.493640761
12.6,-0.581919038,-1.245715888,0.081877812,-4.710396678,-6.162295082,-3.258498273,-10.70818516,-12.74535046,-8.671019863,-15.62517884,-18.4000998,-12.85025789
12.55,-0.008265508,-0.790507338,0.773976323,-1.784766749,-2.952771077,-0.616762421,-7.337861246,-9.323754952,-5.351967541,-12.75593474,-15.48370794,-10.02816153
12.5,-0.978159151,-1.843220492,-0.113097809,-3.573865021,-4.936520821,-2.21120922,-8.254674973,-10.57765323,-5.931696714,-13.2184026,-15.84661679,-10.59018841
12.45,-0.790667299,-1.343702615,-0.237631984,-2.406920336,-3.535935564,-1.277905108,-7.13828048,-9.100544967,-5.176015993,-11.6487792,-14.20401733,-9.093541067
12.4,-0.435864576,-1.061497211,0.189768058,-2.119007057,-3.185688102,-1.052326013,-4.141268866,-5.920536229,-2.362001503,-8.676200927,-11.02527703,-6.327124827
12.35,-0.726367334,-1.434843244,-0.017891425,-4.082741134,-5.498444651,-2.667037617,-7.577786803,-10.13659788,-5.018975723,-11.07963072,-13.98249058,-8.176770858
12.3,-0.416354591,-1.05105,0.218340817,-2.212082623,-3.510812632,-0.913352614,-3.491696739,-5.66197687,-1.321416608,-6.988330489,-9.627513393,-4.349147584
12.25,-0.510392106,-1.098307726,0.077523515,-3.274152524,-4.52004056,-2.028264489,-4.256219619,-6.248049325,-2.264389914,-8.373204471,-11.20720622,-5.539202723
12.2,-0.875989347,-1.619902672,-0.132076023,-1.994424667,-3.246447998,-0.742401336,-3.747425976,-5.85659557,-1.638256382,-7.442490453,-10.05165369,-4.833327213
12.15,-0.514986556,-1.175170451,0.14519734,-3.387294667,-4.487472196,-2.287117137,-5.441630877,-7.62836385,-3.254897903,-9.50082785,-12.21620726,-6.785448443
12.1,-0.751141868,-1.358856585,-0.143427151,-3.184000006,-4.412349108,-1.955650905,-5.080678793,-7.472712931,-2.688644655,-7.943210608,-10.88847046,-4.997950758
12.05,-0.683754773,-1.336939411,-0.030570135,-3.250562014,-4.412303712,-2.088820317,-4.292239712,-6.298698355,-2.285781069,-6.773946498,-9.398951097,-4.148941899
12,-0.64333296,-1.284582711,-0.002083209,-2.827507714,-3.977032276,-1.677983151,-3.37817814,-5.161362355,-1.594993926,-4.545481413,-6.768279424,-2.322683403
11.95,-0.412849315,-0.957808406,0.132109775,-1.657451503,-2.711333315,-0.603569691,-1.30063115,-2.920473431,0.31921113,-2.610120327,-4.598560223,-0.621680432
11.9,-0.788644503,-1.38233803,-0.194950977,-1.619426246,-2.452991711,-0.78586078,-0.856430821,-2.242612871,0.529751228,-1.606741669,-3.531025517,0.317542179
11.85,0.13751768,-0.448956074,0.723991435,-1.634516995,-2.668362793,-0.600671197,-1.350770456,-3.012973573,0.311432661,-2.414027224,-4.326849317,-0.501205131
11.8,0.048748397,-0.474661286,0.572158079,-1.141302649,-1.982318161,-0.300287137,-1.161334093,-2.536334319,0.213666133,-2.527307438,-4.233704217,-0.82091066
11.75,-0.555812665,-1.087004374,-0.024620956,-1.449782617,-2.327957148,-0.571608085,-3.625061571,-5.288809111,-1.96131403,-5.13625065,-7.061957465,-3.210543835
11.7,0.004537296,-0.531770471,0.540845063,-1.370256077,-2.25989087,-0.480621283,-2.505704784,-4.177758801,-0.833650768,-4.265981599,-6.378453671,-2.153509527
11.65,-0.397339,-0.944582015,0.149904016,-2.013495406,-2.919076726,-1.107914086,-2.052246197,-3.766557566,-0.337934828,-2.998489321,-5.166045547,-0.830933094
11.6,0.159692878,-0.320783857,0.640169613,-1.667940814,-2.560097267,-0.775784362,-1.482654789,-2.930424401,-0.034885177,-3.600169706,-5.499668952,-1.700670459
11.55,0.389855662,-0.087906464,0.867617788,-1.150483266,-2.093104408,-0.207862125,-1.345182262,-3.005957399,0.315592874,-3.958628603,-6.139166568,-1.778090638
11.5,0.040674897,-0.45290411,0.534253904,-1.187490645,-2.080752393,-0.294228897,-1.89063516,-3.498450668,-0.282819652,-4.24676645,-6.371213134,-2.122319766
11.45,-0.022295014,-0.507402232,0.462812205,-1.499830697,-2.415094486,-0.584566908,-0.979458222,-2.479233398,0.520316954,-3.866251926,-5.787420058,-1.945083794
11.4,-0.26470482,-0.779797608,0.250387968,-0.603253027,-1.389638523,0.183132469,-0.864412365,-2.41547514,0.686650411,-3.077985394,-5.048925524,-1.107045264
11.35,0.379874851,-0.03065186,0.790401563,-0.423661131,-1.240113644,0.392791383,-2.12550655,-3.734204173,-0.516808927,-5.290422601,-7.314805488,-3.266039713
11.3,0.071251212,-0.426599072,0.569101497,-0.334436773,-1.058118665,0.389245119,-1.788126172,-3.162530108,-0.413722236,-4.541914985,-6.312185263,-2.771644707
11.25,0.376981429,-0.093802234,0.847765093,-0.019779736,-0.828912525,0.789353053,-0.740988872,-2.285199326,0.803221581,-2.630341245,-4.319349985,-0.941332505
11.2,0.192994832,-0.274351227,0.660340892,-0.809011113,-1.750952311,0.132930084,-0.738657812,-2.062430241,0.585114617,-3.437954304,-5.17485709,-1.701051518
11.15,-0.171244671,-0.583812796,0.241323454,-0.486431772,-1.189813454,0.21694991,-1.645304598,-3.005810754,-0.284798443,-4.013427889,-5.727218203,-2.299637575
11.1,-0.30647516,-0.738363092,0.125412771,-1.185915325,-1.922031751,-0.449798899,-1.969906031,-3.204540626,-0.735271436,-4.14077703,-5.764187924,-2.517366135
11.05,-0.048217547,-0.440863538,0.344428445,-1.142438208,-1.880390834,-0.404485582,-2.06494956,-3.214588751,-0.91531037,-4.401416194,-5.906287679,-2.896544708
11,-0.34354789,-0.73018266,0.043086879,-1.242347744,-2.012313724,-0.472381764,-0.671066492,-1.675800536,0.333667551,-2.15668978,-3.516427752,-0.796951808
10.95,-0.237346967,-0.579029886,0.104335953,-1.21133474,-1.897798273,-0.524871208,-2.395399214,-3.443460817,-1.347337611,-3.456691637,-4.802348977,-2.111034298
10.9,-0.625569974,-0.944819627,-0.306320321,-0.987631576,-1.643260038,-0.332003115,-2.401346597,-3.659681283,-1.143011911,-3.452735141,-4.936992254,-1.968478028
10.85,-0.399512767,-0.703338102,-0.095687433,-1.760541406,-2.40428077,-1.116802042,-2.068801799,-3.05075294,-1.086850657,-3.463789269,-4.80716134,-2.120417198
10.8,-0.192422343,-0.491729641,0.106884955,-0.661843212,-1.22170766,-0.101978763,-2.082630259,-3.14186531,-1.023395209,-3.957890824,-5.453100378,-2.46268127
10.75,-0.737989299,-1.154433965,-0.321544633,-0.346329237,-0.99652832,0.303869845,-1.728337055,-2.740713666,-0.715960443,-3.246390409,-4.550805667,-1.941975151
10.7,-0.71576071,-1.087669741,-0.343851678,-0.090397957,-0.717160591,0.536364677,-1.696481037,-2.786975618,-0.605986457,-2.999966822,-4.281966084,-1.717967559
10.65,-0.48451687,-0.895883164,-0.073150576,-0.424484113,-1.118678716,0.269710489,-1.591572988,-2.611110681,-0.572035296,-2.928433315,-4.318201073,-1.538665557
10.6,-0.214353849,-0.58204361,0.153335912,-1.14347697,-1.908494504,-0.378459436,-1.425093804,-2.427825709,-0.422361899,-3.066024585,-4.497955675,-1.634093495
10.55,-0.401067913,-0.741721778,-0.060414047,-0.738602578,-1.348404742,-0.128800413,-2.56926471,-3.643452248,-1.495077172,-4.116952478,-5.612092483,-2.621812473
10.5,-0.356307225,-0.691339472,-0.021274979,-0.620694035,-1.172698781,-0.068689289,-2.076584787,-3.074686051,-1.078483524,-4.538057239,-5.992718284,-3.083396193
10.45,-0.322223184,-0.604992719,-0.039453648,-0.25064424,-0.816322503,0.315034023,-2.446311324,-3.459999022,-1.432623627,-4.414657635,-5.876051196,-2.953264073
10.4,-0.714922621,-1.111302785,-0.318542458,-1.035896264,-1.608145011,-0.463647517,-3.241427752,-4.367879002,-2.114976501,-4.801553904,-6.273855272,-3.329252536
10.35,-0.910780178,-1.305889268,-0.515671087,-1.689871568,-2.345672862,-1.034070273,-3.083726891,-4.207641043,-1.959812739,-3.837896337,-5.140107985,-2.53568469
10.3,-0.83681631,-1.219479189,-0.454153431,-1.201229044,-1.708585403,-0.693872686,-2.228486578,-3.213926935,-1.243046221,-3.412585876,-4.655262964,-2.169908788
10.25,-0.414971909,-0.751970704,-0.077973114,-1.512630087,-2.150584255,-0.87467592,-1.870861583,-2.919667715,-0.822055451,-3.877147673,-5.279503542,-2.474791803
10.2,-0.341844624,-0.659382751,-0.024306497,-1.857592268,-2.553749378,-1.161435159,-2.558321931,-3.594753863,-1.521889999,-4.224947275,-5.568498838,-2.881395712
10.15,-0.109489323,-0.492697586,0.27371894,-0.751866661,-1.302079319,-0.201654004,-1.591360302,-2.530911777,-0.651808827,-4.087008033,-5.4412301,-2.732785966
10.1,-0.080271484,-0.533445601,0.372902633,-1.518946867,-2.161111437,-0.876782298,-2.55142094,-3.528044908,-1.574796973,-5.162048476,-6.560623977,-3.763472974
10.05,-0.200011522,-0.512467588,0.112444543,-1.407514291,-1.97417907,-0.840849513,-2.765066003,-3.72354587,-1.806586137,-5.110923877,-6.434195369,-3.787652385
10,-0.283132757,-0.622266458,0.056000943,-1.046198678,-1.635894088,-0.456503267,-2.470531063,-3.379759586,-1.561302539,-5.179714101,-6.476622683,-3.88280552
9.95,-0.606535144,-0.940157917,-0.272912372,-1.527378386,-2.109150478,-0.945606294,-3.559938221,-4.507838851,-2.61203759,-5.91918045,-7.276237606,-4.562123293
9.9,-0.694754535,-0.997534397,-0.391974673,-1.960063748,-2.572024337,-1.348103159,-2.845126506,-3.760913949,-1.929339064,-5.169938976,-6.497088192,-3.842789759
9.85,-0.846131142,-1.163530373,-0.52873191,-1.621190029,-2.212366555,-1.030013503,-3.72367333,-4.629970282,-2.817376377,-6.147953221,-7.422614733,-4.873291709
9.8,-0.470159292,-0.824428819,-0.115889766,-1.687033584,-2.300266884,-1.073800284,-3.175957485,-4.158855013,-2.193059956,-5.549601792,-6.880488215,-4.218715368
9.75,-0.45623168,-0.733559863,-0.178903497,-1.204179793,-1.729678662,-0.678680924,-3.019354919,-3.994300425,-2.044409413,-4.632678565,-5.879728533,-3.385628597
9.7,-0.666429384,-0.984269564,-0.348589203,-1.732595352,-2.378658897,-1.086531808,-3.441541972,-4.418002663,-2.46508128,-5.298232481,-6.611487805,-3.984977158
9.65,-0.836162214,-1.184194247,-0.488130182,-2.202538812,-2.88914024,-1.515937384,-4.194136081,-5.261899233,-3.126372929,-6.337977048,-7.768656573,-4.907297523
9.6,-0.845698811,-1.182263715,-0.509133906,-1.948921209,-2.584023696,-1.313818722,-3.357448918,-4.276868208,-2.438029629,-5.178529344,-6.484879806,-3.872178883
9.55,-0.708874526,-1.027985142,-0.389763909,-1.670633872,-2.303056855,-1.038210888,-3.428082717,-4.443654847,-2.412510587,-5.03061897,-6.298218156,-3.763019783
9.5,-0.915046112,-1.269006605,-0.561085619,-1.693658298,-2.234558844,-1.152757752,-2.730926598,-3.660630203,-1.801222993,-5.186319811,-6.524621061,-3.848018561
9.45,-0.94021823,-1.281180609,-0.599255851,-1.609493673,-2.180481178,-1.038506169,-3.180031964,-4.154794714,-2.205269214,-5.38584602,-6.753747767,-4.017944273
9.4,-0.850740574,-1.267320035,-0.434161114,-0.951192583,-1.565239598,-0.337145567,-3.078880539,-4.241546327,-1.916214751,-5.59792795,-7.123846874,-4.072009025
9.35,-0.748967847,-1.096134821,-0.401800873,-1.897546088,-2.578466524,-1.216625653,-3.794736764,-4.8666876,-2.722785928,-5.993702483,-7.389447337,-4.597957629
9.3,-0.697425653,-1.019157356,-0.37569395,-1.378549468,-2.059887404,-0.697211532,-2.948739394,-3.913803876,-1.983674913,-5.696593015,-7.114493019,-4.278693011
9.25,-1.003011966,-1.430829281,-0.575194651,-1.555690837,-2.225124177,-0.886257497,-3.851886696,-5.047289906,-2.656483485,-6.245456166,-7.794591662,-4.696320669
9.2,-0.629086549,-1.031445876,-0.226727221,-2.001036526,-2.749013104,-1.253059948,-2.814863576,-3.907574178,-1.722152974,-4.886235557,-6.314158823,-3.45831229
9.15,-1.138819548,-1.570431714,-0.707207382,-1.743303991,-2.441040288,-1.045567694,-3.653610294,-4.709071931,-2.598148656,-7.41725247,-8.932069337,-5.902435602
9.1,-0.68369938,-1.029762524,-0.337636236,-2.713488363,-3.45793901,-1.969037715,-4.329761109,-5.441086257,-3.218435961,-7.710741731,-9.196641912,-6.22484155
9.05,-0.730647056,-1.127958103,-0.33333601,-2.53173021,-3.255764622,-1.807695797,-4.257716856,-5.340806064,-3.174627647,-7.000316604,-8.417834208,-5.582799001
9,-0.822289091,-1.169003257,-0.475574924,-1.844985178,-2.405546819,-1.284423536,-3.489860469,-4.485859525,-2.493861413,-6.528564427,-7.928960507,-5.128168346
8.95,-0.776099176,-1.104906515,-0.447291838,-2.083101089,-2.699498793,-1.466703385,-4.323902105,-5.399359706,-3.248444504,-6.843501885,-8.294303229,-5.392700541
8.9,-0.761192615,-1.139421955,-0.382963275,-1.792546169,-2.440805789,-1.14428655,-3.255192846,-4.296449825,-2.213935867,-5.64129821,-7.032214486,-4.250381935
8.85,-1.085942971,-1.51101976,-0.660866182,-4.217382102,-5.10599961,-3.328764593,-6.559683182,-7.96339726,-5.155969103,-8.218426096,-9.814426376,-6.622425815
8.8,-0.869770773,-1.241377678,-0.498163867,-2.70507204,-3.415853732,-1.994290347,-5.527463331,-6.898411138,-4.156515523,-7.329787069,-8.928821803,-5.730752335
8.75,-0.882690507,-1.263528534,-0.50185248,-3.093644157,-3.799901374,-2.38738694,-5.135327676,-6.351923636,-3.918731717,-7.272431959,-8.818828189,-5.726035729
8.7,-0.840513781,-1.227201912,-0.453825649,-3.033146931,-3.819753848,-2.246540014,-4.953132826,-6.19383988,-3.712425772,-7.427694582,-8.984507433,-5.870881731
8.65,-1.231063242,-1.622934227,-0.839192258,-2.816644619,-3.538156968,-2.09513227,-4.329335494,-5.44064188,-3.218029108,-6.346468182,-7.731200118,-4.961736246
8.6,-1.354442847,-1.831244804,-0.877640889,-3.367604182,-4.160910818,-2.574297546,-5.230976711,-6.438921086,-4.023032337,-6.196513168,-7.591427416,-4.801598921
8.55,-1.136591893,-1.522222527,-0.75096126,-2.951116266,-3.66348377,-2.238748762,-4.148209979,-5.246577852,-3.049842105,-5.702812198,-7.097578752,-4.308045644
8.5,-1.066797524,-1.469389058,-0.664205989,-2.907238881,-3.605304636,-2.209173126,-3.830279224,-5.028903129,-2.631655318,-4.416994371,-5.938296786,-2.895691956
8.45,-1.458457357,-1.934253381,-0.982661332,-3.280073611,-4.109042757,-2.451104466,-4.701172611,-5.978365982,-3.42397924,-5.454652101,-6.930306829,-3.978997373
8.4,-0.612905005,-1.050969291,-0.174840718,-3.075235887,-3.787129216,-2.363342558,-4.582318953,-5.777992684,-3.386645222,-5.96219423,-7.568231501,-4.356156959
8.35,-1.331696477,-1.78309235,-0.880300604,-4.271660337,-5.089765179,-3.453555495,-5.254401697,-6.556982978,-3.951820416,-6.42103,-7.961312706,-4.880747295
8.3,-1.480771462,-1.898545697,-1.062997227,-3.351143957,-3.980611754,-2.721676159,-4.611200975,-5.642767365,-3.579634586,-5.669154573,-7.020225984,-4.318083162
8.25,-0.998489938,-1.396519996,-0.600459879,-3.064757918,-3.765082844,-2.364432993,-4.445866656,-5.609954521,-3.281778792,-5.359399952,-6.819939893,-3.898860011
8.2,-1.458965271,-1.924523098,-0.993407443,-3.067027287,-3.90580722,-2.228247355,-4.417100773,-5.707338034,-3.126863513,-5.289539587,-6.818074536,-3.761004639
8.15,-1.35749336,-1.819105364,-0.895881357,-3.821144754,-4.580099894,-3.062189615,-5.54393283,-6.731060856,-4.356804805,-6.444520664,-8.008788955,-4.880252373
8.1,-1.098079666,-1.535314971,-0.660844361,-4.498142183,-5.355534919,-3.640749447,-5.600160642,-6.819626753,-4.380694531,-7.107756879,-8.650169999,-5.565343758
8.05,-1.22485636,-1.628431769,-0.82128095,-3.269671189,-4.035722648,-2.503619731,-4.807653692,-5.94850917,-3.666798213,-6.281455609,-7.756476596,-4.806434622
8,-1.324792231,-1.763918399,-0.885666062,-3.314732842,-3.98207702,-2.647388664,-4.865176054,-5.97695513,-3.753396979,-6.158712428,-7.723821963,-4.593602893
7.95,-1.620587421,-2.076344889,-1.164829953,-3.415950071,-4.263544745,-2.568355397,-5.423511004,-6.722357989,-4.12466402,-6.204216937,-7.769841814,-4.638592059
7.9,-1.09330003,-1.598984093,-0.587615967,-2.985289012,-3.699348988,-2.271229035,-5.299720759,-6.639855308,-3.959586211,-6.494205877,-8.124615678,-4.863796076
7.85,-1.361640978,-1.843042619,-0.880239336,-5.119588497,-5.998377996,-4.240798998,-5.466674971,-6.749491849,-4.183858092,-5.644128973,-7.226697502,-4.061560444
7.8,-1.053390047,-1.490688122,-0.616091972,-3.757723723,-4.65337009,-2.862077357,-4.754466086,-6.137182893,-3.371749279,-4.644333984,-6.338267281,-2.950400688
7.75,-1.742182833,-2.200440869,-1.283924797,-4.407580309,-5.320263186,-3.494897432,-6.1260731,-7.483659569,-4.76848663,-7.102009821,-8.829417392,-5.37460225
7.7,-1.640357553,-2.067119089,-1.213596016,-4.683560527,-5.752196885,-3.614924169,-6.165565323,-7.572361939,-4.758768707,-6.344018995,-7.925303182,-4.762734808
7.65,-1.189142162,-1.607228716,-0.771055608,-3.450555561,-4.282676614,-2.618434507,-5.48167161,-6.802201881,-4.161141339,-5.742541248,-7.301891457,-4.183191039
7.6,-1.692051934,-2.237524708,-1.146579159,-4.729006125,-5.855752626,-3.602259625,-4.733088394,-6.233861561,-3.232315227,-5.314275453,-7.099864433,-3.528686473
7.55,-1.262584978,-1.762380738,-0.762789219,-3.925497427,-4.886767353,-2.9642275,-4.136740455,-5.428664095,-2.844816816,-5.553159724,-7.228728958,-3.87759049
7.5,-0.693804761,-1.160727694,-0.226881829,-4.409193364,-5.368813584,-3.449573143,-5.007231688,-6.251608493,-3.762854884,-6.474459475,-8.085094883,-4.863824066
7.45,-0.887313237,-1.341421129,-0.433205345,-3.877151666,-4.68652976,-3.067773572,-4.736822789,-6.004970997,-3.468674582,-6.511236271,-8.186750723,-4.835721819
7.4,-0.940396867,-1.422304368,-0.458489367,-2.28138264,-3.000178186,-1.562587094,-4.097866078,-5.338033351,-2.857698804,-5.54271536,-7.111476457,-3.973954264
7.35,-0.834418592,-1.314465392,-0.354371792,-4.399933784,-5.324283761,-3.475583807,-4.618255449,-5.960834925,-3.275675973,-5.035295128,-6.679559406,-3.391030849
7.3,-0.993740934,-1.502836361,-0.484645508,-3.472006637,-4.225488841,-2.718524433,-4.364163381,-5.571657858,-3.156668904,-5.324553845,-6.844007681,-3.805100009
7.25,-1.59616384,-2.088064753,-1.104262928,-4.804100563,-5.644148395,-3.964052731,-5.414476216,-6.702938091,-4.12601434,-6.164511602,-7.851714497,-4.477308707
7.2,-1.479815271,-1.948153142,-1.0114774,-3.958120215,-4.767695402,-3.148545028,-4.136055745,-5.38027649,-2.891835,-5.190822351,-6.819463318,-3.562181384
7.15,-0.972725018,-1.426154998,-0.519295037,-2.950769232,-3.685558915,-2.215979549,-3.448704344,-4.670502956,-2.226905733,-4.736147112,-6.284182401,-3.188111824
7.1,-0.526222934,-0.952552745,-0.099893123,-3.226829812,-4.067425159,-2.386234465,-2.340466408,-3.532535869,-1.148396948,-3.281183194,-4.861503925,-1.700862464
7.05,-0.567156456,-1.101021061,-0.033291852,-2.906296291,-3.739044166,-2.073548415,-2.2907617,-3.547838449,-1.033684951,-3.621067193,-5.193454535,-2.048679851
