"Latitude","Mean","CI_lower","CI_upper"
30,NA,NA,NA
29.95,NA,NA,NA
29.9,NA,NA,NA
29.85,NA,NA,NA
29.8,NA,NA,NA
29.75,NA,NA,NA
29.7,NA,NA,NA
29.65,NA,NA,NA
29.6,NA,NA,NA
29.55,NA,NA,NA
29.5,NA,NA,NA
29.45,NA,NA,NA
29.4,NA,NA,NA
29.35,9.95788454321714,7.47532323100868,12.4404458554256
29.3,8.99178563803434,6.91604847839417,11.0675227976745
29.25,10.1042857103202,7.80988530751133,12.398686113129
29.2,8.8941935446534,7.25646559318002,10.5319214961268
29.15,9.15666665310661,7.11366781779289,11.1996654884203
29.1,13.8280001449585,10.5834572973774,17.0725429925396
29.05,9.41879993639886,6.77349114345844,12.0641087293393
29,10.2672727094455,7.62385903662839,12.9106863822626
28.95,11.3859323222758,8.34706509437592,14.4247995501758
28.9,8.48049998283386,6.56409607052344,10.3969038951443
28.85,11.0613043343891,8.15168832157207,13.9709203472062
28.8,8.81285719928287,5.69843496475845,11.9272794338073
28.75,8.25325575886771,5.75573348840652,10.7507780293289
28.7,8.6178787955732,5.66291768197892,11.5728399091675
28.65,8.26666669547558,5.72631521269102,10.8070181782601
28.6,7.23679996609688,5.15854098416424,9.31505894802951
28.55,8.19117655035327,5.93293029099568,10.4494228097109
28.5,7.15769232064486,5.35736203404889,8.95802260724082
28.45,9.25433960838138,7.60571391457744,10.9029653021853
28.4,9.85285717390832,6.53484144167345,13.1708729061432
28.35,10.9827777212141,8.40978620399882,13.5557692384293
28.3,8.24153850323115,5.62009146353718,10.8629855429251
28.25,9.36250004392456,6.5263778056172,12.1986222822319
28.2,9.38794871343252,7.38756443653072,11.3883329903343
28.15,11.3732500384096,7.38188827978632,15.3646117970329
28.1,8.8483673724897,5.7310031740324,11.965731570947
28.05,10.1565305687943,7.30965739937466,13.003403738214
28,11.4737500219295,8.94437013372355,14.0031299101355
27.95,8.3449999959423,6.35976560579219,10.3302343860924
27.9,12.0902001130581,9.03497658077432,15.1454236453419
27.85,9.56512192436835,6.7184061897835,12.4118376589532
27.8,9.11326086100029,6.54788125271353,11.678640469287
27.75,7.89000001721084,5.8793785199042,9.90062151451748
27.7,9.94859652351915,7.85317167290697,12.0440213741313
27.65,7.13794872164726,5.3031536454542,8.97274379784033
27.6,12.3365306489322,7.74760385053867,16.9254574473257
27.55,10.8253448277326,8.20839046431341,13.4422991911519
27.5,13.5738461262618,10.5422087991025,16.6054834534212
27.45,12.230615366193,9.60274234948754,14.8584883828984
27.4,11.3184482462961,7.901641424763,14.7352550678292
27.35,11.733787876187,8.91459370749219,14.5529820448817
27.3,9.98439394750379,7.36250340869073,12.6062844863168
27.25,10.8435210950778,8.29755170022935,13.3894904899262
27.2,8.59855262837127,6.55524028860955,10.641864968133
27.15,8.65122449398041,6.00906205316059,11.2933869348002
27.1,10.7265714211123,8.16819615554434,13.2849466866803
27.05,9.62785714432331,7.47504175869183,11.7806725299548
27,11.7222222118742,9.27593620392718,14.1685082198212
26.95,10.2810000469287,8.1181272542324,12.443872839625
26.9,13.295282933123,9.95574549603312,16.6348203702128
26.85,13.3608197608932,10.9334709366965,15.7881685850899
26.8,11.737091008777,8.90394535542983,14.5702366621241
26.75,8.47552238271308,6.59591333701638,10.3551314284098
26.7,12.8947142486061,10.508663504688,15.2807649925243
26.65,10.2672881975265,6.66421129394471,13.8703651011083
26.6,12.6493939468355,10.1472328011844,15.1515550924866
26.55,9.97689648178117,7.60760726899346,12.3461856945689
26.5,11.7681013038264,9.57841946990816,13.9577831377447
26.45,13.0955932135299,10.3140013734229,15.8771850536369
26.4,10.3348436849192,7.95965684374737,12.710030526091
26.35,15.1443333114187,12.0502734541928,18.2383931686446
26.3,12.594032262482,9.80400781858354,15.3840567063804
26.25,10.9250768810511,8.31151865825719,13.5386351038449
26.2,11.833898239848,9.39594635683736,14.2718501228586
